DATE,tot.bio
2004,4675.263708333334
2005,5373.906041666667
2006,6150.642125
2007,7035.480458333333
2008,8257.669708333333
2009,7205.271416666665
2010,6801.142791666667
2011,6039.035916666667
2012,6457.3044306
2013,5083.78973067
2014,6731.99360333
2015,4620.65856031
2016,5562.76880004
2017,4611.1553339
