"year","month","tmean"
"1992","Jan","26.2531394958496"
"1992","Feb","25.2564506530762"
"1992","Mar","25.2258110046387"
"1992","Apr","26.203592300415"
"1992","May","27.2991905212402"
"1992","Jun","29.0838737487793"
"1992","Jul","29.4058113098145"
"1992","Aug","28.1570949554443"
"1992","Sep","27.234977722168"
"1992","Oct","27.5101928710938"
"1992","Nov","27.9518451690674"
"1992","Dec","27.4759044647217"
"1993","Jan","26.3501796722412"
"1993","Feb","25.9203205108643"
"1993","Mar","25.9105625152588"
"1993","Apr","26.3862648010254"
"1993","May","27.8313827514648"
"1993","Jun","29.0868682861328"
"1993","Jul","29.2021903991699"
"1993","Aug","28.258617401123"
"1993","Sep","26.7862205505371"
"1993","Oct","27.1271934509277"
"1993","Nov","28.1183834075928"
"1993","Dec","27.5958080291748"
"1994","Jan","26.4804592132568"
"1994","Feb","25.4154853820801"
"1994","Mar","25.1204051971436"
"1994","Apr","26.3334579467773"
"1994","May","28.1191444396973"
"1994","Jun","29.3962211608887"
"1994","Jul","28.7428607940674"
"1994","Aug","27.2004146575928"
"1994","Sep","25.4871444702148"
"1994","Oct","25.8629055023193"
"1994","Nov","27.6092624664307"
"1994","Dec","27.7038612365723"
"1995","Jan","26.1455764770508"
"1995","Feb","24.7028102874756"
"1995","Mar","24.9542827606201"
"1995","Apr","25.7562236785889"
"1995","May","27.6120510101318"
"1995","Jun","28.9779262542725"
"1995","Jul","29.5235252380371"
"1995","Aug","28.0756664276123"
"1995","Sep","26.9737281799316"
"1995","Oct","28.0359992980957"
"1995","Nov","28.3304119110107"
"1995","Dec","27.6916675567627"
"1996","Jan","26.5499515533447"
"1996","Feb","25.2955303192139"
"1996","Mar","25.2495574951172"
"1996","Apr","26.6736373901367"
"1996","May","28.3223323822021"
"1996","Jun","29.2282009124756"
"1996","Jul","29.4682903289795"
"1996","Aug","28.3095836639404"
"1996","Sep","26.8286190032959"
"1996","Oct","26.8886241912842"
"1996","Nov","27.6456680297852"
"1996","Dec","27.1252403259277"
"1997","Jan","25.6393985748291"
"1997","Feb","24.6135025024414"
"1997","Mar","24.846019744873"
"1997","Apr","26.2481575012207"
"1997","May","27.4660034179688"
"1997","Jun","28.982349395752"
"1997","Jul","29.6945667266846"
"1997","Aug","27.9184761047363"
"1997","Sep","26.3596782684326"
"1997","Oct","27.3722400665283"
"1997","Nov","28.3548393249512"
"1997","Dec","28.0165252685547"
"1998","Jan","26.0914268493652"
"1998","Feb","25.2540550231934"
"1998","Mar","25.2711219787598"
"1998","Apr","26.3681526184082"
"1998","May","28.6015758514404"
"1998","Jun","30.0269088745117"
"1998","Jul","29.7009544372559"
"1998","Aug","27.8374195098877"
"1998","Sep","27.959680557251"
"1998","Oct","27.9770011901855"
"1998","Nov","28.4137306213379"
"1998","Dec","28.3020496368408"
"1999","Jan","26.7645149230957"
"1999","Feb","25.5708751678467"
"1999","Mar","25.3230113983154"
"1999","Apr","26.4529495239258"
"1999","May","28.2770481109619"
"1999","Jun","28.9728584289551"
"1999","Jul","28.853666305542"
"1999","Aug","28.0777397155762"
"1999","Sep","26.6712875366211"
"1999","Oct","27.3582878112793"
"1999","Nov","28.5822143554688"
"1999","Dec","27.7667655944824"
"2000","Jan","26.2214279174805"
"2000","Feb","25.2683887481689"
"2000","Mar","25.137788772583"
"2000","Apr","26.0807342529297"
"2000","May","28.0874309539795"
"2000","Jun","28.9875564575195"
"2000","Jul","29.1333808898926"
"2000","Aug","27.3591270446777"
"2000","Sep","26.8704128265381"
"2000","Oct","27.1475734710693"
"2000","Nov","28.8859920501709"
"2000","Dec","28.410285949707"
"2001","Jan","26.3832683563232"
"2001","Feb","25.1251621246338"
"2001","Mar","24.5914325714111"
"2001","Apr","25.8923034667969"
"2001","May","28.3263339996338"
"2001","Jun","29.3888874053955"
"2001","Jul","28.6027641296387"
"2001","Aug","26.9964485168457"
"2001","Sep","26.2019367218018"
"2001","Oct","27.1583843231201"
"2001","Nov","28.2370471954346"
"2001","Dec","28.0769062042236"
"2002","Jan","26.9991245269775"
"2002","Feb","25.7780208587646"
"2002","Mar","24.909236907959"
"2002","Apr","26.5475616455078"
"2002","May","28.9289569854736"
"2002","Jun","29.8637790679932"
"2002","Jul","29.370002746582"
"2002","Aug","27.6313762664795"
"2002","Sep","26.1725769042969"
"2002","Oct","27.1160507202148"
"2002","Nov","28.766450881958"
"2002","Dec","27.8344802856445"
"2003","Jan","26.6485252380371"
"2003","Feb","25.1659870147705"
"2003","Mar","25.1573963165283"
"2003","Apr","26.6217041015625"
"2003","May","28.8211460113525"
"2003","Jun","29.8590297698975"
"2003","Jul","30.1695728302002"
"2003","Aug","28.8583850860596"
"2003","Sep","26.6150722503662"
"2003","Oct","27.0688571929932"
"2003","Nov","28.1164531707764"
"2003","Dec","27.7480964660645"
"2004","Jan","26.6124897003174"
"2004","Feb","25.2841930389404"
"2004","Mar","25.203498840332"
"2004","Apr","26.8102741241455"
"2004","May","28.6373348236084"
"2004","Jun","29.574104309082"
"2004","Jul","29.2404289245605"
"2004","Aug","28.2828102111816"
"2004","Sep","26.7091255187988"
"2004","Oct","27.4360504150391"
"2004","Nov","27.9281101226807"
"2004","Dec","27.6945724487305"
"2005","Jan","26.786865234375"
"2005","Feb","25.2689876556396"
"2005","Mar","25.2709217071533"
"2005","Apr","26.3527660369873"
"2005","May","27.8060512542725"
"2005","Jun","29.6288928985596"
"2005","Jul","30.0172424316406"
"2005","Aug","28.4517040252686"
"2005","Sep","26.711612701416"
"2005","Oct","27.3376216888428"
