SITE_ID,DATE,AMZO,AU,BF,BO,BR,BRA,CAL,CC,CF,CG,CO,COF,CP,CRYP,CYOS,CZ,DL,DP,DU,EA,EC,EGME,ER,FASP,FB,FG,FR,FTHR,GR,GS,GYSP,HAGL,IR,LAFA,LI,LS,LX,NANDERSON,NEO,PHSE,PL,POLA,PRSP,PTCA,R,RAT,SAFU,SAHO,SAMU,SCCA,STIN,TALE,UV
SCDI,2009,0,0,0,0,0,0,5.05,8.45,0,0.41875,0,2.8125,0,0,0,0,0,0,0,316.132395833333,2.68125,0,0,0,0,0,0,0,11.25,0,1.525,0,0,0,0,3.675,0,0,0,0,0,0,0,0,25.1625,2.09375,0,0,0,0,0,0,0
SCDI,2010,0,0,0,0,0,0,8.8375,5.28125,0,0,0,2.8125,0,0,0,0,1.63125,0,0,305.6089583333335,2.475,0,0.4125,0,0,0,0,0,2.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05625,0,37.3625,1.675,0,0,0,0,0,0,0
SCDI,2011,0,0,0,0,0,0,8.8375,6.3375,0,0,0,1.40625,0,0,0,0,0,0,0,211.265125,2.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225,0,0,0,0,0,0,0,0,26.6875,2.5125,0,0,0,0,0.7625,0,0
SCDI,2012,0,0,0,0,0,0,11.3625,14.7875,0,0,0,0,0,0,0,0,0,0,0,181.90144,2.8874999999999997,0,0,0,0,0,0,0,7.03125,0,0,0,0,0,0,0,0,0.4375,0,0,0,0,0,0,28.2125,1.25625,0,0,0,0,0,0,0
SCDI,2013,0,0,0,0,0.775,0.7625,12.625,15.84375,0,0,1.33125,2.8125,0,0,0,0,0,0,0,171.64765,1.44375,0,0,0,0,0,0,0,1.40625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.025,0.41875,0,0,0,0,0,0,0
SCDI,2014,0,0,0,0,0,0,10.1,23.237499999999997,0.4375,0,0,8.4375,0,0,0,0,0,0,0,254.66764999999998,4.125,0,0,0,0,0,0.5,0,5.625,0,0,0,0,0,0,3.675,0,0,0,0,0,0,0,0,46.5125,4.60625,0,0,0,0,0,0,0
SCDI,2015,0,0,0,0,0,0,10.1,7.39375,0,0,0,2.8125,2.025,0,0,0,0,0,0,88.18204499999999,0.825,0,0.20625,0,0,0,0.5,0,5.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0625,0,0,0,0,0,0,0,0
SCDI,2016,0,0,0,0,0,0,8.8375,4.225,0,0,0,9.84375,0,0,0,0,0,0.675,0.675,93.23091500000001,3.09375,0,0.20625,0,0,0,0,0,5.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0
SCDI,2017,0,0,0,0,0,0,8.8375,0,0,0,0,0,2.025,0,0,0,0,1.35,0,56.185045,3.50625,0,0,0,0,0,0,0,4.21875,0,0,0,0,0,0,1.225,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0
SCTW,2004,0,0,0,0,0,0,0,0,0,0,0,5.625,0,0,0,0,0,0,0,0.5003125,7.8374999999999995,0,0.4125,0,5.775,0,2,0,0,0,0,0,0,0,0,11.025,0,0,0,0,0,0,0,0,2.2875,3.7687500000000003,0,0,0,0,0,0,0
SCTW,2005,0,0,0,0,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5009375,6.1875,0,0.61875,0,0,0,0.5,0,0,0,0,0,0,0,0,8.575,0,0,0,0,0,0,0,0,0,2.9312500000000004,0,0,0,0,0,0,0
SCTW,2006,0,0,0,0,0,0,0,0,0,0,1.33125,0,0,0,0,0,0,0,0,1.000625,6.8062499999999995,0,0.4125,0,1.65,0,0.5,0,0,0,0,0,0,0,0,19.599999999999998,0,0,0,0,0,0,0,0,1.525,0.41875,0,0,0,0,0,0,0
SCTW,2007,0,0,0,0,0,1.525,1.2625,1.05625,0,0,2.6625,2.8125,0,0,0,0,0,0,0,7.176770833333349,11.1375,0.799625,0,0,0.6187499999999999,0,0,0,2.8125,0,0,0,0,0,0,25.725,0,0,0,0,0,0,0,0,1.525,4.60625,0,0,0,0,0,0,0
SCTW,2008,0,0,0,0,0,0,0,0,0,0,1.33125,1.40625,2.025,0,0,0,0,0,0,28.034374999999983,5.775,0,0.20625,0,0.825,1.5,2.5,0,0,0,0,0,0,0,0,19.6,0,0,0,0,0,0,0,0.3175625,4.574999999999999,0,0,0,0,0,0,2.025,0
SCTW,2009,0,0,0,1.2625,0,0,1.2625,1.05625,0,0.8375,1.33125,2.8125,0,0,0,0,0,0,0,42.116666666666646,5.56875,0,0,0,0,0,0,0,0,0,0,0,0,0.235375,0,0,0,0,0,0,0,0,0,0,6.1000000000000005,2.93125,0,0,0,0,0,0,0
SCTW,2010,0,0,0,1.2625,0.775,0,1.2625,5.28125,0.4375,0.8375,1.33125,0,0,0,0,0,0,1.35,0,69.40479166666665,5.98125,0.799625,0.20625,0,0,0,0,0,1.40625,0,0,0,0,0.9415,0,7.35,0,0,0,0,0,0,0,0,8.3875,1.25625,0,0,0,0,0,0,0.675
SCTW,2011,0,0,0,1.2625,0,0,0,2.1125,0,0,2.6625,0,0,0,0,0,0,0,0,31.133645833333347,5.775,0.3539375,0,0,0.20625,0,0.5,0.4375,1.40625,0,0,0,0,0.34875,0,3.675,0,0,0,0,0,0,0,0,13.725,0,0,0,0,0,0,0,0.675
SCTW,2012,0,0,0,0,0,0,2.525,3.16875,0,0.8375,2.6625,0,0,0,0,0,0,0,0,21.1975015,6.39375,0,0,0,0.825,0,0,0,1.40625,1.40625,0,0,0,0.2325,0,12.25,0,0.4375,0,0,0,0,0,0,10.675,2.9312500000000004,0,0,0,0,0,0,0
SCTW,2013,0,0,0,0,0.775,0,1.2625,2.1125,0,0,3.99375,0,0,0,0,0,0,0,0,37.4615,3.91875,0.030833335,0,0,0.20625,0,0.5,0,7.03125,0,0,0,0,0.251875,0,4.9,0,0,0,0,0,0,0,0,16.775,0.41875,0,0,0,0,0,0,0
SCTW,2014,0,0,0,0,0,0,2.525,3.16875,0,0,2.6625,1.40625,4.05,0,0,0,0,0,0,17.765315,3.3000000000000003,0,0,0,0,0,0,0,2.8125,0,0,0,0,0,1.33125,2.45,0,0,0,0,0,0,0,0,21.349999999999998,1.25625,0,0,0,0,0,0,0
SCTW,2015,0,0,0,0,0,0.7625,0,3.1687499999999997,0,0,3.99375,2.8125,4.05,0,0,0,0,0.675,0,1.255,5.15625,0,0,0,2.68125,0,0,0,5.625,0,0,0,0,0,1.33125,0,0,0,0,0,0,0,0,0,2.2874999999999996,12.14375,0,0.23,0.7166665,0,0,0,0.675
SCTW,2016,0,0,0,0,0,0,0,1.05625,0,0,6.65625,9.84375,2.025,0,0,0,0,16.2,0,33.4666665,4.74375,0,0,0,0,0,0,0,1.40625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.15,2.09375,0,0.031,14.0966685,0,0,2.7,0
SCTW,2017,0,0,0,2.525,0,0,2.525,0,0,0,17.30625,0,4.05,0,0,0,0,2.7,0,0.485875,6.39375,0,0,0,0,0,0.5,0,4.21875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05,0.41875,0,0.06716665,4.6491665,0,0,0,0
