variable,value
GammaCV,0.03300263003688582
AlphaCV,0.32675794023389765
PhiCV,0.10100023893302211
GammaTBD,0.010240492701202364
AlphaTBD,0.02689372380147739
PhiTBD,0.38077630218838676
GammaHBD,0.13919337491956932
AlphaHBD,0.3427167510425934
PhiHBD,0.4061469843423852
