radius,layer,mean,sd,min,max,site,subsite,lat,lon,area_ha
100,5,286.66231782293,2.350943889195,263.51333333333,295.15333333333,NTL,crystal_bog,46.008,-89.606,0.6
100,6,286.20190105174,1.9293392463744,267.76666666667,293.92923076923,NTL,crystal_bog,46.008,-89.606,0.6
100,7,285.83148687165,2.1649990837134,264.38,295.255,NTL,crystal_bog,46.008,-89.606,0.6
100,8,284.95026869123,2.3672812700744,265.15272727273,294.39230769231,NTL,crystal_bog,46.008,-89.606,0.6
100,9,284.05544058121,2.0499100772465,262.4,294.73052631579,NTL,crystal_bog,46.008,-89.606,0.6
100,10,286.56634152128,1.9270023486731,270.40666666667,294.10709677419,NTL,crystal_bog,46.008,-89.606,0.6
100,11,284.8556224062,1.9840161655352,274.216,293.98533333333,NTL,crystal_bog,46.008,-89.606,0.6
100,12,286.51568852703,1.7602666095123,265.044,293.098125,NTL,crystal_bog,46.008,-89.606,0.6
100,13,283.70735658399,2.105975754481,263.264,292.40083333333,NTL,crystal_bog,46.008,-89.606,0.6
100,14,283.61487452462,2.2972079764914,264.084,291.7592,NTL,crystal_bog,46.008,-89.606,0.6
100,15,285.40134808544,2.0436075250223,266.40444444444,292.81933333333,NTL,crystal_bog,46.008,-89.606,0.6
100,16,285.87244824658,1.8297308148765,275.932,294.27272727273,NTL,crystal_bog,46.008,-89.606,0.6
100,17,284.44245697226,1.8939014582876,269.738,292.03333333333,NTL,crystal_bog,46.008,-89.606,0.6
150,1,285.45533050891,2.7234145504885,264.56,293.66148148148,NTL,crystal_bog,46.008,-89.606,0.6
150,2,284.47553574946,2.3555728807473,266.89333333333,294.879,NTL,crystal_bog,46.008,-89.606,0.6
150,3,284.25455119737,2.5957678747945,259.4,293.51857142857,NTL,crystal_bog,46.008,-89.606,0.6
150,4,284.24376247358,2.6192888714211,262.66,293.09517241379,NTL,crystal_bog,46.008,-89.606,0.6
150,5,286.32851768607,3.1960175056856,261.09,296.6992,NTL,crystal_bog,46.008,-89.606,0.6
150,6,286.15361362171,2.7335699724672,267.54,296.126,NTL,crystal_bog,46.008,-89.606,0.6
150,7,285.56859239582,2.9964051106349,259.64,295.81428571429,NTL,crystal_bog,46.008,-89.606,0.6
150,8,284.87625102252,2.9967626241741,252.44,294.62769230769,NTL,crystal_bog,46.008,-89.606,0.6
150,9,284.24942684542,2.6622662936264,259.22,294.73052631579,NTL,crystal_bog,46.008,-89.606,0.6
150,10,286.3791439806,2.8122348522866,265.01,294.32580645161,NTL,crystal_bog,46.008,-89.606,0.6
150,11,285.02478648192,2.7517704705831,265.16,293.98533333333,NTL,crystal_bog,46.008,-89.606,0.6
150,12,286.42323571673,2.6117145713059,265.044,295.55615384615,NTL,crystal_bog,46.008,-89.606,0.6
150,13,283.67409228673,2.6293127682232,263.264,293.2688,NTL,crystal_bog,46.008,-89.606,0.6
150,14,283.32639590508,2.9380202706148,259.1,294.0184,NTL,crystal_bog,46.008,-89.606,0.6
150,15,285.39102499179,2.8167362116416,260.3,295.40545454545,NTL,crystal_bog,46.008,-89.606,0.6
150,16,285.88100126063,2.532907598408,261.70666666667,294.27272727273,NTL,crystal_bog,46.008,-89.606,0.6
150,17,284.56954523777,2.5271189654068,263.73333333333,292.434,NTL,crystal_bog,46.008,-89.606,0.6
200,1,285.31854175242,3.5552699203376,263.58,294.68413793103,NTL,crystal_bog,46.008,-89.606,0.6
200,2,284.31703440516,3.0764655307954,266.89333333333,294.879,NTL,crystal_bog,46.008,-89.606,0.6
200,3,284.14899741725,3.3401700388963,259.4,295.9224,NTL,crystal_bog,46.008,-89.606,0.6
200,4,284.12342999657,3.3013104481503,262.66,293.952,NTL,crystal_bog,46.008,-89.606,0.6
200,5,286.06619617866,3.8815224786953,261.09,299.16714285714,NTL,crystal_bog,46.008,-89.606,0.6
200,6,286.00822533265,3.4395711808674,262.64,296.126,NTL,crystal_bog,46.008,-89.606,0.6
200,7,285.31638922491,3.7989126342815,259.64,298.0272,NTL,crystal_bog,46.008,-89.606,0.6
200,8,284.72982678621,3.6820584251776,252.44,295.72275862069,NTL,crystal_bog,46.008,-89.606,0.6
200,9,284.34869426672,3.4685858638891,254.78,294.73052631579,NTL,crystal_bog,46.008,-89.606,0.6
200,10,286.17439624891,3.6257110954843,262.28,297.4,NTL,crystal_bog,46.008,-89.606,0.6
200,11,284.92423918243,3.4412913221458,265.16,294.79625,NTL,crystal_bog,46.008,-89.606,0.6
200,12,286.27891800498,3.3368757343346,261.1,296.25764705882,NTL,crystal_bog,46.008,-89.606,0.6
200,13,283.57786823966,3.2128683486198,261.236,296.203,NTL,crystal_bog,46.008,-89.606,0.6
200,14,283.13878918892,3.5896334669825,257.236,295.9848,NTL,crystal_bog,46.008,-89.606,0.6
200,15,285.15894133656,3.5899914023529,259.35,295.40545454545,NTL,crystal_bog,46.008,-89.606,0.6
200,16,285.73821494613,3.2506556508015,255.81,296.74818181818,NTL,crystal_bog,46.008,-89.606,0.6
200,17,284.46591545364,3.1542473852489,261.04,295.20357142857,NTL,crystal_bog,46.008,-89.606,0.6
300,1,285.32699974473,4.0012504236475,262.52,294.79846153846,NTL,crystal_bog,46.008,-89.606,0.6
300,2,284.20405079127,3.3639647166698,263.18333333333,299.98,NTL,crystal_bog,46.008,-89.606,0.6
300,3,284.07926238306,3.8283359350968,255.72,297.9625,NTL,crystal_bog,46.008,-89.606,0.6
300,4,283.97104505906,3.6333315040703,253.58,301.85,NTL,crystal_bog,46.008,-89.606,0.6
300,5,286.11304939395,4.1651710693951,258.005,299.16714285714,NTL,crystal_bog,46.008,-89.606,0.6
300,6,285.74963975728,3.7157837899445,262.64,299.12,NTL,crystal_bog,46.008,-89.606,0.6
300,7,285.2599922697,4.2626517803036,259.64,304.62,NTL,crystal_bog,46.008,-89.606,0.6
300,8,284.56176226542,4.0946119413646,252.44,296.27777777778,NTL,crystal_bog,46.008,-89.606,0.6
300,9,284.38043532031,4.0276674181781,254.24,297.90285714286,NTL,crystal_bog,46.008,-89.606,0.6
300,10,286.22287154001,3.9779049237168,259.38,297.4,NTL,crystal_bog,46.008,-89.606,0.6
300,11,285.00271449059,3.7420533083736,261.65333333333,294.79625,NTL,crystal_bog,46.008,-89.606,0.6
300,12,286.12625108358,3.6529211725338,259.98,296.3496,NTL,crystal_bog,46.008,-89.606,0.6
300,13,283.53622775214,3.4940914212192,257.94,296.396,NTL,crystal_bog,46.008,-89.606,0.6
300,14,282.87514240501,4.080850762799,256.93,295.9848,NTL,crystal_bog,46.008,-89.606,0.6
300,15,284.91190559183,4.1620886132691,250.85333333333,302.71,NTL,crystal_bog,46.008,-89.606,0.6
300,16,285.81940818552,3.601546990472,255.81,300.22,NTL,crystal_bog,46.008,-89.606,0.6
300,17,284.36974950229,3.5736654122778,255,295.20357142857,NTL,crystal_bog,46.008,-89.606,0.6
400,1,285.60322036939,4.1811019002082,262.52,301.71333333333,NTL,crystal_bog,46.008,-89.606,0.6
400,2,284.38351021612,3.5430025935236,260.1,305.61,NTL,crystal_bog,46.008,-89.606,0.6
400,3,284.37855116322,4.0783084074089,255.72,298.78,NTL,crystal_bog,46.008,-89.606,0.6
400,4,284.1555984174,3.7650417795438,253.58,303.47333333333,NTL,crystal_bog,46.008,-89.606,0.6
400,5,286.4287378824,4.3554166212432,258.005,299.16714285714,NTL,crystal_bog,46.008,-89.606,0.6
400,6,285.80842610113,3.7472058465644,262.52,305.22,NTL,crystal_bog,46.008,-89.606,0.6
400,7,285.46272523085,4.4568324429598,259.28,304.62,NTL,crystal_bog,46.008,-89.606,0.6
400,8,284.82023848053,4.3708927314198,252.44,298.21,NTL,crystal_bog,46.008,-89.606,0.6
400,9,284.56180296252,4.2243788589111,254.24,302.35,NTL,crystal_bog,46.008,-89.606,0.6
400,10,286.43021651544,4.1506302870686,257.34,298.07666666667,NTL,crystal_bog,46.008,-89.606,0.6
400,11,285.24447279968,3.819595238943,260.34,299.06,NTL,crystal_bog,46.008,-89.606,0.6
400,12,286.21354248556,3.8505473946468,259.98,304.2,NTL,crystal_bog,46.008,-89.606,0.6
400,13,283.80355104529,3.6939578599719,257.94,300.3,NTL,crystal_bog,46.008,-89.606,0.6
400,14,283.00368892297,4.1791752655287,255.54,295.9848,NTL,crystal_bog,46.008,-89.606,0.6
400,15,285.04504583342,4.3415314938092,250.85333333333,305.74,NTL,crystal_bog,46.008,-89.606,0.6
400,16,286.03589064276,3.788580523916,255.64,304.04,NTL,crystal_bog,46.008,-89.606,0.6
400,17,284.55023102159,3.788746790685,255,303.86,NTL,crystal_bog,46.008,-89.606,0.6
500,1,285.80443439139,4.372383318253,261.26,304.7,NTL,crystal_bog,46.008,-89.606,0.6
500,2,284.62651414208,3.8408467501019,259.26,305.61,NTL,crystal_bog,46.008,-89.606,0.6
500,3,284.746634616,4.2656209526817,255.72,304.04,NTL,crystal_bog,46.008,-89.606,0.6
500,4,284.35711911595,4.1082678140139,253.58,304.24,NTL,crystal_bog,46.008,-89.606,0.6
500,5,286.73550989587,4.6820237575405,258.005,304.96,NTL,crystal_bog,46.008,-89.606,0.6
500,6,285.93347269759,3.8256200619458,262.52,308.12,NTL,crystal_bog,46.008,-89.606,0.6
500,7,285.65669528361,4.7242652276588,259.28,304.62,NTL,crystal_bog,46.008,-89.606,0.6
500,8,285.02091777699,4.5449631792959,252.44,301.52,NTL,crystal_bog,46.008,-89.606,0.6
500,9,284.67531677849,4.4504541527476,253.1,302.35,NTL,crystal_bog,46.008,-89.606,0.6
500,10,286.65112161053,4.4486411551638,247.92,303.86,NTL,crystal_bog,46.008,-89.606,0.6
500,11,285.49587125732,3.9503300318645,256.5,307.88,NTL,crystal_bog,46.008,-89.606,0.6
500,12,286.34137642438,4.0889836748178,259.98,309.04,NTL,crystal_bog,46.008,-89.606,0.6
500,13,284.09136245245,3.9622903146801,257.84,302.54,NTL,crystal_bog,46.008,-89.606,0.6
500,14,283.17901496944,4.3599212130486,247.8,306.14,NTL,crystal_bog,46.008,-89.606,0.6
500,15,285.1683213793,4.5366904180396,250.85333333333,306.66,NTL,crystal_bog,46.008,-89.606,0.6
500,16,286.14890258366,4.1078991642103,255.64,305.5,NTL,crystal_bog,46.008,-89.606,0.6
500,17,284.79371049043,4.0494942439609,253.34,310.4,NTL,crystal_bog,46.008,-89.606,0.6
5,1,285.46046288866,1.4794467934159,282.21105263158,289.22866666667,NTL,trout_bog,46.041,-89.686,1
5,2,284.0468148377,1.4603033558263,281.604,288.33066666667,NTL,trout_bog,46.041,-89.686,1
5,3,283.44241757553,1.7607146136523,280.65454545455,288.57142857143,NTL,trout_bog,46.041,-89.686,1
5,4,283.14811365833,1.3881795654828,280.40810810811,287.68709677419,NTL,trout_bog,46.041,-89.686,1
5,5,286.2649946521,2.0645707746435,282.52102564103,290.61,NTL,trout_bog,46.041,-89.686,1
5,6,285.38340386532,1.2944204431246,282.76157894737,288.450625,NTL,trout_bog,46.041,-89.686,1
5,7,285.92220505083,1.6969153508444,282.4465,290.29419354839,NTL,trout_bog,46.041,-89.686,1
5,8,284.2399079406,1.9010847652974,280.58842105263,288.76482758621,NTL,trout_bog,46.041,-89.686,1
5,9,283.32068864639,1.6136875908178,280.46195121951,287.22064516129,NTL,trout_bog,46.041,-89.686,1
5,10,286.11235037346,1.2724878149541,283.468,289.41818181818,NTL,trout_bog,46.041,-89.686,1
5,11,283.99028146429,1.2878915509731,281.60590909091,286.91333333333,NTL,trout_bog,46.041,-89.686,1
5,12,285.32738767521,1.1214799088977,283.27333333333,289.236875,NTL,trout_bog,46.041,-89.686,1
5,13,282.91978664263,1.6101127800977,280.19487179487,286.78333333333,NTL,trout_bog,46.041,-89.686,1
5,14,284.15504616068,1.9983477441904,279.81315789474,289.3992,NTL,trout_bog,46.041,-89.686,1
5,15,285.07441833973,1.381983310903,283.10666666667,288.76875,NTL,trout_bog,46.041,-89.686,1
5,16,285.43565379545,1.3794425163056,282.11720930233,289.385,NTL,trout_bog,46.041,-89.686,1
5,17,283.66765015201,1.5353377370128,281.01047619048,287.98466666667,NTL,trout_bog,46.041,-89.686,1
10,1,285.27961961234,1.5983184562706,282.009,289.55785714286,NTL,trout_bog,46.041,-89.686,1
10,2,283.94864436805,1.3412068215597,281.604,289.05741935484,NTL,trout_bog,46.041,-89.686,1
10,3,283.3813122845,1.5428818773213,280.63822222222,289.92413793103,NTL,trout_bog,46.041,-89.686,1
10,4,283.22357908675,1.7621177308907,279.58930232558,289.28896551724,NTL,trout_bog,46.041,-89.686,1
10,5,286.09697170143,1.9004659220201,281.7755,291.56275862069,NTL,trout_bog,46.041,-89.686,1
10,6,285.62327431932,1.3451978944946,282.32238095238,288.88,NTL,trout_bog,46.041,-89.686,1
10,7,285.73767560838,1.591901766801,282.3780952381,290.38516129032,NTL,trout_bog,46.041,-89.686,1
10,8,284.20069610202,2.0705327757217,279.33813953488,289.92,NTL,trout_bog,46.041,-89.686,1
10,9,283.18380111366,1.7274313318952,279.792,287.72545454545,NTL,trout_bog,46.041,-89.686,1
10,10,286.10513707006,1.3188048366958,283.468,289.94625,NTL,trout_bog,46.041,-89.686,1
10,11,283.95077693389,1.2757576028074,281.29954545455,289.1362962963,NTL,trout_bog,46.041,-89.686,1
10,12,285.0347587853,1.0085627178383,282.20744186047,289.236875,NTL,trout_bog,46.041,-89.686,1
10,13,282.88905915131,1.5879033966368,279.799,288.13724137931,NTL,trout_bog,46.041,-89.686,1
10,14,283.71072285484,1.9161172462916,279.1635,289.4592,NTL,trout_bog,46.041,-89.686,1
10,15,284.67191968781,1.4447554255718,281.55860465116,289.01085714286,NTL,trout_bog,46.041,-89.686,1
10,16,285.24738298438,1.3184862074672,282.11720930233,289.72466666667,NTL,trout_bog,46.041,-89.686,1
10,17,283.32956105483,1.5277807684049,281.01047619048,287.98709677419,NTL,trout_bog,46.041,-89.686,1
20,1,285.4392084475,1.6159552217898,281.5985,290.56,NTL,trout_bog,46.041,-89.686,1
20,2,284.23839784109,1.3983149076017,281.50904761905,289.63862068966,NTL,trout_bog,46.041,-89.686,1
