DATE,tot.bio
2004,1636.0835452689291
2005,2020.0102567222048
2006,1938.05291172227
2007,2274.9664154127017
2008,2750.6894210598084
2009,2271.1223701702147
2010,2352.9217163795415
2011,2516.146717375152
2012,2256.0426149300174
2013,1642.5776654903036
2014,2498.3541861216545
2015,1781.2552350405238
2016,1994.2846359975238
2017,1326.2371604845953
