SITE_ID,DATE,AB,AL,AMZO,ANSP,AR,ARUD,AS,ATM,AU,BA,BAEL,BCAL,BF,BN,BO,BOW,BR,BRA,BRSP,CAL,CC,CESP,CF,CG,CHPR,CILU,CL,CO,COF,COST,CP,CRGI,CROC,CRYP,CUPI,CUSP,CY,CYOS,CZ,DC,DIOR,DL,DOFE,DP,DU,EA,EC,ECB,EGME,ER,ES,EUCL,EUPO,EUQU,FASP,FB,FG,FR,FTHR,GR,GS,GYSP,HAGL,HC,HIP,HPAC,IR,LAFA,LI,LINU,LNUT,LOCH,LS,LX,MC,MISE,MT,MUCA,MUFR,NANDERSON,NEO,OBSP,PA,PAFI,PAST,PHOR,PHSE,PHSP,PHTO,PIEL,PL,PLAB,PLUM,POLA,POPL,PRSP,PRUB,PTCA,PYST,R,RAT,SABW,SAFU,SAHO,SAMU,SC,SCCA,SE,SELO,ST,STIN,STMO,TALE,TC,TEAU,UAB,UIH,UM,UNAN,URLO,URPI,UT,UV,WASP
ABUR,2014,0,0,0,0.5542088,0,0,0,0,0,0,0,0,0,0.07248107,0,0,0,0,0,0,6.3375,0.02045813,0.875,0,0,0,0,0,0,0,0,0,0.05641717,0,0,0,0,4.51375,6.3375,0,0.8410887,238.1625,0,0,0,0,0.825,0.02045813,0,0,0,0,0,0,0,0,0,2,1.75,0,5.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.525,0.05973702,0,0,0,0,0,0,0,0,0,42.2895,0,7.625,0,0.8252637,0,0,0,0,0,0,0,0,0,0,4.05,0,0,0,0,0,0,0,0,0,0,0
ABUR,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.525,0,1.55,0,0,0,23.2375,0,0,0,0,0,0,0,0,0,0,0,0.1410429,0,0,0,0,11.525,0,0,0.6873413,234.9,0,0,0,0,5.775,0.06137438,15.57325,0,0,0,0,0,0,0.4125,0,0,0.875,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.260625,0,15.25,0,0,0,0,0,0,0,0,0,0,0,0.3516856,0,0,0,0,0,0,0,0,0,0,0,0
ABUR,2016,0,0,0,0.9068575,0,0,0,0,0,0,0,0,0,0.02416036,0,0,0,0,0,0,40.1375,0,0,0,0,0,0,0,0,0,0,0,0.05641717,0,0,0,0,17.8,0,0,0,228.375,0,4.05,0,0,4.5375,0,2.8315,0,0,0,0,0,0,0,0,1,0,0,87.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1125,0,0,0,1.525,0,0,8.75,0,0,0,0,0,0,0,0,0.1248907,0,0,0,0,0,0,0,0,0,0,1.35,0
ABUR,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.325,0,0,0.04521982,9.7875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AHND,2004,0,0,0,4.29900888582098,0,0,0.031472975,0,0.875,0,0,0,0,0,0,0,1.55,0,0,0,6.3375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.28025,0,0.060298425,2.658925465,0,0,0,0,0,0.4125,0,4.79775,0,0.31104567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003871155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549724533774451,20.959125,0,7.625,0,0,0,0,0,0,0,0,0,0,0,7.12148848670446,0,0,0,0.169251525,0.0643619025,0,0,0,0,0,0,0
AHND,2005,0.02204415,0,0,3.82134123184087,0,0,0.031472975,0,0,0,0,0,0,0,0,0,10.85,1.525,0,0,2.1125,0,3.5,0,0.20366014375,0,0,0,0,0,0,0,0.056417175,0,0,0,0,21.5985,2.1125,0,0,3.2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1507460625,0,0,0,0,0,0,0.710723412674457,0,0,0,0,0,0,0,0.875,0,0,0.019355775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227472220872187,11.222125,0,0,0.8375,0,0,0,0,0,0,0,0,0,0,9.42549946769707,0,0,0,0,0,0,0,0,0,0,0,0
AHND,2006,0,0,0,0.477667653980109,0,0,0,0,0,0,0,0,4.85,0,2.525,0,3.1,0,0,0,25.35,0,4.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.17375,0,0,4.18735540916667,0,0,0,0,0,0.4125,0,0,0,0,0,0,0,0,0,0,1,0,0,8.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.74975,0,15.25,3.35,0,0,0,0,0,0,0,0,0,0,4.81747750571184,0,0,0,0,0,0,0,0,0,0,0,0
AHND,2007,0,0,0,5.73201184776131,0.750071715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1125,0,0,0,0.4073202875,0,0,0,0,0,0,0,0,0,0,0,0,1.90575,0,0,2.9573762825,0,0,0,0,0,0.4125,0.020458125,1.59925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003871155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.05375,0.562109475,1.525,0,0,0,0,0,0,0,0,0,0,0,2.09455543726602,0,0,0,0,0,0,0,0,0,0,0,0
AHND,2008,0,0,0,13.8523619654232,0.750071715,0,0,0,0,0,0,0,14.55,0.0241603575,0,0,4.65,0,0,0,23.2375,0,0,0,0,0,0,0,0,0,0,0,0.0846257625,0,0,0,0,0.0433333333333333,0,0,0.560725778333333,215.325,0,0,0,0,2.475,0.04091625,0,0,0,0,0,0.628643803571542,0,0,0,2,0,0,8.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189560184060156,14.3990416666667,0,9.15,0,0,0,0,0,0,0,0,0,0,0,11.1011438175099,0,0.0282085875,0,0,0.0091945575,0,0.05587808,0,0,0.312177095,0,0
AHND,2009,0.00734805,0,0,4.77667653980109,0,0,0,0,0,0,0,0,9.7,0,0,0,3.1,0,0,0,10.5625,0,0.875,0,2.443921725,0,0,2.6625,0,0,0,0,0.1410429375,0,0,0,0,0.541666666666667,0,0,0.823000739166667,3.2625,0,0,0,0,0,0.061374375,0,0,0,0,0,0.157160950892886,0,0,0,0,0,0,2.8125,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026182725,4.05,0,0,0,46.3205416666667,0.8431642125,10.675,1.675,0,0,0,0,0,0,0,0,0,0,2.72292206844582,2.7,0,0,0.0282085875,0,0,0,0,0,0,1.35,0
AHND,2010,0.00734805,0,0,10.0310207335823,0,0,0.031472975,0,0.875,0,0,0,38.8,0,0,0,0,0,0,0,16.9,0,0,0,0,0,0,2.6625,0,0,0,0,0,9.7,0,0,0,0,0,0,4.35014676416667,45.675,0,0,0,0,0.4125,0.04091625,0,0.825,0,0.80740752,0,0,0,0,0,0,2.625,0,2.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6768333333333,0,16.775,13.4,0,0,0,0,0,0,0,0,0,0,1.67564434981281,0,0,0,0,0,0,0,0,0,0,0,0
AHND,2011,0,0,0,9.55335307960219,0,0,0,0,0,5.50351668,0,0,33.95,0,0,0,1.55,0,0,0,19.0125,0,1.75,0,0,0,0,2.6625,0,0,0,0,0,9.7,0,0,0,30.3616666666667,0,0.0301492125,1.04909984333333,182.7,0,0,0,0,2.0625,0,0,0,0,0,0,0,0,0,0,0,4.375,0,2.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,4.575,0,0,0,0,0,0.0026182725,0,0,0,0,93.8220833333333,0,15.25,0.8375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05,0
AHND,2012,0.00734805,0,0,14.33003,0,0,0,0,0,1.375879,0,0,53.35,0,0,0,0,0,0,0,50.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.01167,0,0,0.750649,19.575,0,0,0,0,3.3,0.02045813,3.601042,0,0,0,0,0,0,0,0,1,0,0,8.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0.002618272,0,0,0,0,72.01583,0,18.3,2.5125,0,0,0,0,0,5.625,0,0,0,0,0.2345272,0,0,0,0,0,0,0,0,0,0,0,0
AHND,2013,0,0,0,7.165015,0,0,0,0,0,0.3439698,0,0,9.7,0,0,0,0,0,0,0,2.1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.75,0,0,5.507774,0,0,0,0,0,0,0.1841231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005236545,0,0,0,0,14.57292,0,3.05,0,0,0,0,0,0,0,0,0,0,0,0.862228,0,0,0,0,0,0,0,0,0,0,0,0
AHND,2014,0,0,0,4.299009,0,0,0.03147298,0,0,0,0,0,9.7,0,0,0,0,0,0,0,23.2375,0,0,0,0,0,0,10.65,0,0,0,0,0.02820859,0,0,0,0,21.425,0,0,1.067188,221.85,0,0,0,0,8.25,0.0818325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.58167,0,10.675,0,0,0.875,0,0,0,2.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3121771,1.35,0
AHND,2015,0.00734805,0,0,1.91134,0,0,0,0,0,0,0,0,4.85,0,0,0,0,0,0,0,12.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.49083,0,0,0.4069784,0,0,0,0,0,4.5375,0.1022906,2.8315,0,0,0,0,0,0,0,0,0,0,0,5.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.120833,0,9.15,0,0,0,0,0,0,0,0.04138481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AHND,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5625,0,0,0,0,0,0,2.6625,0,0,0,0,0,0,0,0,0,91.18125,0,0,0.1627914,0,0,0,0,0,0.4125,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,2.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AHND,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1356595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AQUE,2004,0,0.0035362437499999997,0,0.6674806440556411,0,0,0.026227479166666665,0,0,0,0.60902764524759,0,0,0,0,0,1.8083333333333333,0.7625000000000001,0,0.42083333333333334,1.05625,0,0,0,0,0,0,0,0,0,0,0.019153993268686335,0,0,0.00748134375,0,0.03982468,1.4116666666666666,0,0.0050248687500000005,5.607257783333333,47.306250000000006,0,0,0,0,1.03125,0,0,0.06874999999999999,1.814433075,0,0.15025486883913233,0.3365852901388232,0,0,0,0.16666666666666666,0,0,0.9375,0,0,0.051840945,0,0,0,0,0,0,0.36041897666666667,0.0012998227067617734,0,0,0,0,0,0.20819609244647633,0.004630511689197633,0,0.46875,0,6.451925e-4,1.3202566086839054,0.036892245887553334,0,0,0,0,0,0,0,0,0,0,0,0.03801135834261386,24.480645833333334,0,3.05,0.41875,0,0,0,0,0,0,0,0,0,0,0.3709320590936422,0,0.11283435,2.0112617862315885,0.0658200375,0.00766213125,6.4783125e-4,0,0.17677373528703666,0,0.10405903166666668,0,0
AQUE,2005,0.001224675,0.01060873125,0,1.3655651230362778,0,0,0,0,0,0,0.6007282912108707,0,0,0,0.42083333333333334,0,1.2916666666666667,1.0166666666666666,0,0,4.225,0,0.4375,0,0.06788671458333333,0,0,2.6625,0,0,0,0,0.01410429375,0,0,1.025789090878334,0,0.7764166666666666,0,0,4.520474755972222,4.89375,0,1.125,0,0,0,0.10911,0,0,0.570250395,0.20185188,0.2242058106592315,0.027968934059665832,0,0,0,0.16666666666666666,0,0,0.46875,0,0,0,0,0,0,0,0,0,0.16634722,0.0012998227067617734,0,0,0,0,0,0,0.009261023378395267,0.14583333333333334,0.9375,0,0,1.6561120701967702,0,0,0,0,0,0,0,0,0,0,0,0,0.10286115361095759,22.342708333333334,0.04684245625,3.3041666666666667,0.13958333333333334,0.13754395416666668,0,0,0,0,0,0.00689746875,0,0,0,0.3389372117984323,0,0.0470143125,0.6515582442700933,0,0.006129705,0,0.009313013333333333,0.3535474705740717,0,0.1560885475,0,0
AQUE,2006,0,0.01768121875,0,2.6850029601163636,0,0,0.005245495833333333,0,0,0,1.1940055704219779,0.010609652083333332,0,0,0.42083333333333334,0,1.0333333333333334,0,0,0,4.577083333333333,0,0.14583333333333334,0,0.13577342916666668,0,0,2.6625,0,0,0,0.12135758123406448,0,0,0.00748134375,0,0.00995617,0.335680555555555,0,0.01507460625,4.253677813055559,29.906250000000004,0,0,0,0,0.8937499999999999,0.0375065625,0.010277777777777783,0.13749999999999998,0.673932285,0,0.31643556974180254,0.05776933241174833,0,0,0,0.6666666666666666,0,0,2.8125,0,0,0.051840945,0,0,0,0,0,0.009542869583333334,0.207934025,0,0,0,0,0,0,0.06726254166224334,0.004630511689197633,0.2916666666666667,1.40625,0,0,1.2385456423668462,0.008467072826651581,0,0,0.02986851,0,0,0.3520833333333333,0,0.0034910299999999996,0,0,0,0.04702584619417118,25.222416666666664,0.04684245625,6.1,0.6979166666666667,0,0,0,0,0,0,0,0,0,0,0.37419770153651266,0,0.169251525,2.4373343896836515,0,0.00153242625,0,0.03725205333333333,0.3535474705740717,0,0.1560885475,0,0
AQUE,2007,0,0.028289949999999998,0,4.830416389869911,0.1250119525,4.3637874999999995e-4,0.010490991666666666,0,0,0,0.5827042190514895,0.010609652083333332,0.8083333333333332,0,0.8416666666666667,0,1.0333333333333334,0.5083333333333333,0,0,3.520833333333333,0,0,0,0,0,0,2.21875,0,0,0,0.08304959469669182,0.0094028625,0.8083333333333332,0.00748134375,0,0,0.35652777777777833,0,0,3.224173225416668,0.5437500000000001,0,0,0,0,0.4125,0.034096875,0.7996249999999999,0,0.10368189,0.06728396,0,0.005094931830017783,0,0,0,0.16666666666666666,0,0,1.40625,0,0,0,0,0,0,0,0,0.02862860875,0.34655670833333335,0,0,0,0,0,0,0.140933550784233,0.004630511689197633,0,0,0,0.001290385,1.3582213731404826,0.0012095818323787967,0,0,0.05973702,0,0,0,0,0.00218189375,0,0.03149511214704783,0,0.09647288883696702,30.994416666666666,0.04684245625,4.320833333333333,0.8375,0,0,0,0,0,0,0,0,0,0,0.28453678773995533,0,0.018805725000000002,1.7291890919922517,0,0,0,0,0,0,0.9885608008333334,0,0
AQUE,2008,0,0.017681218749999998,0,1.3113805434429324,0,0,0.005245495833333333,0,0,0,1.2606944084536842,0.010609652083333332,0.8083333333333332,0,0.42083333333333334,0,0,0.5083333333333333,0,0,4.577083333333333,0,0.5833333333333334,0,0.03394335729166666,0,0,0.8875000000000001,0,0.0050248687500000005,0,0.01085991619447065,0.05171574375,0,0.00748134375,0,0,0.021666666666666667,0,0.010049737500000001,2.9468249909722215,67.96875,0,0,0,0,0.89375,0.0375065625,0,0,0.62209134,0,0,1.1467262964462968,0,0,0,1,0.14583333333333334,0,0.9375,0,0,0,0,0,0,0,0,0,0.16634722,0.0012998227067617734,0,0,0,0,0,0.09920116710394916,0,0.4375,0,0,0,1.4746604516329114,0.0018143727485682001,0,0,0.04978085,0,0,0,0,8.727574999999999e-4,1.3499999999999999,0,0,0.18650851820062836,58.763006944444385,0.0936849125,6.8625,0,0,0,0,0,0,0,0,0,0,0,0.16492522450463434,0,0.01410429375,1.7291890919922517,0,0.00153242625,6.4783125e-4,0,0.3535474705740717,0,0.5202951583333334,0,0
AQUE,2009,0,0.0070724874999999994,0,1.6730020506344134,0,4.3637874999999995e-4,0.005245495833333333,6.4783125e-4,0.14583333333333334,0,1.1761711753207864,0.005304826041666666,1.6166666666666665,0,0.8416666666666667,0,3.6166666666666667,0,0,0,4.929166666666667,0,0.2916666666666667,0,0.16971678645833332,0,0,2.6625,0,0,0,0.019153993268686335,0.018805725,0,0.03740671875,0,0.01991234,1.446388888888889,0,0.0050248687500000005,2.7357991604166663,4.35,0,0,0,0,0.61875,0.0443259375,0.2665416666666667,0,0.155522835,0.06728396,0,0.9273537541763947,0.25416666666666665,0.06874999999999999,0,0.16666666666666666,0.5833333333333334,0,5.625,0.5083333333333333,0,0.051840945,0,0,0,0,0,0.009542869583333334,0.16634722,0.0012998227067617734,0,0,0,0,0,0.139201472869981,0,0.7291666666666666,0,0,0,1.3115745806400627,0,0,0,0.01991234,0,0,0,0,0.00130913625,2.025,0,0,0.30482884973886976,51.65981944444438,0.04684245625,12.2,1.5354166666666667,0.13754395416666668,0,0,0,0,0,0,0,0,0.7625000000000001,0.14583133718477317,0,0.00470143125,4.4586015400258185,0,0.0030648525,0,0,0,0,0.5202951583333334,0,0
AQUE,2010,0,0.02828995,0,3.0372895362704413,0,0,0.005245495833333333,6.4783125e-4,0.875,0.17198489625,1.1865010184482185,0,0.8083333333333332,0.00402672625,1.2625,0,0.5166666666666667,0,0,0,2.8166666666666664,0,0.5833333333333334,0,0.03394335729166666,0,0,0.44375000000000003,0,0,0,0.07218967850222117,0.03291001875,0.8083333333333332,0.02244403125,0.161966698559737,0.00995617,0.007222222222222217,0,0,2.4855828184722237,46.21875,0,0,0,0,1.85625,0.0272775,0,0,0,0.06728396,0.05008495627971083,0.03390813241206524,0.7625000000000001,1.375,0.16666666666666666,0,0.14583333333333334,0,0,0,0,0,0,0,0,0.01555555555555555,0,0,0.013862268333333332,0.002690875454272983,0,0.4083333333333334,0,0,0,0.12341952018034133,0,0,0,0,0,0.813576171563152,0,0,1.0166666666666666,0.01991234,0,0,0,0,4.3637874999999995e-4,5.4,0,0,0.1885365566950036,38.94736111111112,0,5.083333333333333,4.60625,0,0,0,0,0,0.46875,0,0,0,0,0.4009446263805232,4.95,0,2.72941244803356,0,0.0030648525,0,0.018626026666666667,0.17677373528703666,0,0.312177095,1.7999999999999998,0
AQUE,2011,0.001224675,0.038898681250000004,0,3.1717041083326065,0.1250119525,0,0.005245495833333333,0,0,0.3439697925,0.9686258532262794,0,0.8083333333333332,0.00402672625,0.8416666666666667,0,0.25833333333333336,0,0,0,2.8166666666666664,0,0,0,0,0,0,0.8875000000000001,0,0,0,0,0.018805725,0,0.00748134375,0.09111037134970768,0.01991234,1.4800694444444444,0,0,1.6354501868055549,15.76875,0,0,0,0,3.4375,0.0034096875,0.4719166666666667,0,0.051840945,0,0.1346007108294735,0,0,0.48125,0,1,0.14583333333333334,0,0.9375,0,0,0,0,0,0,0,0,0,0,0.005050537536966474,0.8166666666666668,0,0,0,0,0.14761031307876848,0,0.14583333333333334,0,0,0,0.3184454797083995,0,0,0,0,0,0,0,0,4.3637874999999995e-4,75.6,0,0,0.037821048965099004,24.812819444444507,0.04684245625,2.7958333333333334,0.41875,0.13754395416666668,0,0,0,0,0,0,0,0,0,0.31936435091542,0,0.00470143125,2.5003452402852866,0,0,0,0.04656506666666666,0.3535474705740717,0,0.20811806333333335,0.225,0
