"site","CV_mean","CV_min","CV_max","CV_overall"
"FCE","0.0178966048854146","0.0736482390581798","0.0107211253483779","0.160477085069051"
"JRN","0.0394273804896891","0.207143110936717","0.0336335316119738","0.491208137277643"
"MCR","0.00931982422629002","0.016526750009478","0.00942330995784541","0.058238259069081"
"NTL","0.235581935701788","-0.207986588984243","0.0694568956709964","2.45788747153825"
"NWT","0.202914921619829","-0.105398799627435","0.085131172850167","2.53598683340715"
"SBC","0.023237512947537","0.272836686443635","0.0243559177990511","0.545267408964901"
"USV","0.00801466440923324","0.0162331895790905","0.0136314855498676","0.0521934091778421"
